,contentid,contenttypeid,title,overview,firstimage,addr1,mapx,mapy,tags,tokens,contenttypeid_tag
31,1367673,76,Baengnyongdonggul Cave-Gangwon Paleozoic Geopark (백룡동굴-강원고생대 국가지질공원),"Baengnyongdonggul Cave is a 1.8㎞-long, natural limestone cave located in Pyeongchang-gun, Gangwon-do. The cave entrance is located 10-15㎞ above sea level, and is surrounded by rocks. In 1976, local residents expanded a small lane in the middle of the main cave corridor to allow for easier exploration. Since then, the cave has continued to be explored and researched with great value for geologists. The cave was designated Natural Monument No. 260 in 1979.",,"63, Munhui-gil, Pyeongchang-gun, Gangwon-do",128.5770904015,37.2779144274,baengnyongdonggul cave long natural limestone cave pyeongchanggun gangwondo cave entrance sea level surrounded rocks local residents expanded small lane middle main cave corridor allow easier exploration cave continued explored researched great value geologists cave designated natural monument,"['nature', 'cave', 'natural', 'lane', 'geologists', 'researched']",nature
32,2694609,82,Baennori Hoetjip (뱃노리횟집),"It is a place that supplies and sells fresh seafood. This Japanese (cuisine) restaurant is located in Wonju-si, Gangwon-do. The most famous menu is raw fish bibimbap.",http://tong.visitkorea.or.kr/cms/resource/09/2701309_image2_1.jpg,"31, Yangjitteul, 4-gil, Wonju-si, Gangwon-do",127.9834840325,37.3264920929,place supplies fresh seafood japanese cuisine restaurant wonjusi gangwondo famous menu raw fish bibimbap,"['food', 'supplies', 'bibimbap', 'japanese', 'cuisine', 'seafood']",food
33,2693865,82,Bamtol Kalguksu (밤톨칼국수),"This is where you can enjoy Kalguksu (chopped noodle soup) with seafood. The best menu at this restaurant is noodle soup. This Korean dishes restaurant is located in Gangneung-si, Gangwon-do.",http://tong.visitkorea.or.kr/cms/resource/43/2684843_image2_1.jpg,"6, Hapyeong, 2-gil, Gangneung-si, Gangwon-do",128.9126091467,37.7708084493,kalguksu chopped noodle soup seafood best menu restaurant noodle soup korean dishes restaurant gangneungsi gangwondo,"['food', 'noodle', 'soup', 'kalguksu', 'chopped', 'restaurant']",food
34,1794507,76,Bangadari Mineral Spring (방아다리약수터),"Bangadari Mineral Spring is a crisp and healthy water source located in the woods off the Yeongdong Highway. The mineral spring contains over 30 kinds of healthy minerals including carbonic acid and iron, which are known to be especially effective in treating stomach disorders, anemia, and neuralgia. The 1-kilometer long path leading from the entrance to the mineral spring site is great for taking a stroll as it is surrounded by fir trees.",http://tong.visitkorea.or.kr/cms/resource/29/1181429_image2_1.jpg,"1011-26, Bangadari-ro, Pyeongchang-gun, Gangwon-do",128.5035400701,37.6935816963,bangadari mineral spring crisp healthy water source woods yeongdong highway mineral spring contains kinds healthy minerals carbonic acid iron known especially effective treating stomach disorders anemia neuralgia kilometer long path leading entrance mineral spring great taking stroll surrounded fir trees,"['nature', 'mineral', 'spring', 'healthy', 'anemia', 'acid']",nature
35,611414,76,Bangdong Mineral Spring (방동약수),"Bangdong Mineral Spring is located in Bangdong-ri in Girin-myeon. It is so renowned that it has been designated as one of the Great Mineral Springs of Korea. The water has a high content of carbon that makes it sparkle, and it tastes like Korean 7-up when sugar is added. In addition to carbon, the water also contains iron, manganese, and fluorine, making it effective in curing gastric problems and helping with digestion.
According to legend, there lived a <i>simmani</i> (ginseng digger) 300 years ago who, one day, dug a 60-year old wild ginseng in Bangdong-ri. Called <i>yukgumandal</i>, the ginseng was known to have been a great medicine of mystery. From the spot where the ginseng was dug came a mineral spring, which became today’s Bangdong Mineral Spring. The mineral spring has continued to attract people since the first day the ginseng was found and people who have drunk its water are said to have experienced various beneficial effects.

Bangdong Mineral Spring is also close to the woods, several valleys, and waterfalls.",http://tong.visitkorea.or.kr/cms/resource/41/598341_image2_1.jpg,"89-59, Bangdongyaksu-ro, Inje-gun, Gangwon-do",128.3962310388,37.9438728399,bangdong mineral spring bangdongri girinmyeon renowned designated great mineral springs water high content carbon makes sparkle tastes korean sugar added addition carbon water contains iron manganese fluorine effective curing gastric problems helping digestion according legend lived isimmanii ginseng digger years ago day dug year old wild ginseng bangdongri called iyukgumandali ginseng known great medicine mystery spot ginseng dug came mineral spring became todays bangdong mineral spring mineral spring continued attract people first day ginseng found people drunk water said experienced beneficial effects bangdong mineral spring close woods several valleys waterfalls,"['nature', 'mineral', 'ginseng', 'bangdong', 'spring', 'bangdongri']",nature
36,2693593,82,Banggane Hwaro Gui (방가네화로구이),"A hidden restaurant where local residents go. This restaurant's signature menu is grilled skirt meat. This Korean dishes restaurant is located in Gangneung-si, Gangwon-do.",http://tong.visitkorea.or.kr/cms/resource/69/2684769_image2_1.jpg,"72, Hapyeong-gil, Gangneung-si, Gangwon-do",128.9165282553,37.7702696992,hidden restaurant local residents go restaurants signature menu grilled skirt meat korean dishes restaurant gangneungsi gangwondo,"['food', 'skirt', 'hidden', 'residents', 'go', 'meat']",food
37,586204,76,Bangtaesan National Recreational Forest (국립 방태산자연휴양림),"Bangtaesan National Recreational Forest is mostly comprised of natural forests, with some man-made sections included. The recreational forest is located in the valley between Guryongdeokbong (alt. 1,388 m) and Jueokbong (alt. 1,443 m) Peaks. The area is known for its beautiful scenery like the two-tier waterfall and Madangbawi Rock. The varied trees provide fantastic foliage year around, especially in autumn. Wild animals like rabbits, roe deer, and squirrels inhabit the forest.",http://tong.visitkorea.or.kr/cms/resource/69/2033869_image2_1.jpg,"241, Bangtaesan-gil, Inje-gun, Gangwon-do",128.3997036058,37.9222976343,bangtaesan national recreational forest mostly comprised natural forests manmade sections included recreational forest valley guryongdeokbong alt jueokbong alt peaks known beautiful scenery twotier waterfall madangbawi rock varied trees provide fantastic foliage year especially autumn wild animals rabbits roe deer squirrels inhabit forest,"['nature', 'alt', 'forest', 'recreational', 'bangtaesan', 'madangbawi']",nature
38,2710314,80,"Be, Bridge Pool Villa Resort (Selene) [Korea Quality] / 비브릿지(셀레네) [한국관광 품질인증/Korea Quality]","Be, Bridge is a pension-type accommodation with individual pools attached to each of the units. Located in Gimsatgat-myeon, Yeongwol-gun, Gangwon-do, it is nestled comfortably in the nature of Taebaeksan and Sobaeksan National Parks and Okdongcheon Stream. There are 7 Grand Pool Villa units, all 2-story buildings with 2-person occupancy capable of accommodating up to 4-10 guests, depending on their sizes. Units 1, 2, 4, 5 have indoor pools that can be turned into outdoor pools by opening the door, while unit 7 has an indoor pool. The terrace pool in unit 3 and 6 are closed during the winter period. Each unit comes with grilling facilities and a garden, while units 2 to 7 have spa facilities. 
Full Moon Stay is a couples-only room located in Welcome Plaza (reception) building. The 1st floor has three two-story rooms with spa facilities, while the 2nd floor has terrace rooms with a river view. Facilities include the rooftop swimming pool, which also offers warm water services, a children’s playground, natural sledding area, walking paths, and valley. 
",http://tong.visitkorea.or.kr/cms/resource/01/2709101_image2_1.jpg,"2295-12, Yeongwoldong-ro, Yeongwol-gun, Gangwon-do",128.6271961432,37.1206612498,bridge pensiontype accommodation individual pools attached units gimsatgatmyeon yeongwolgun gangwondo nestled comfortably nature taebaeksan sobaeksan national parks okdongcheon stream grand pool villa units story buildings person occupancy capable accommodating guests depending sizes units indoor pools turned outdoor pools opening door unit indoor pool terrace pool unit closed winter period unit comes grilling facilities garden units spa facilities full moon stay couplesonly room welcome plaza reception building st floor three twostory rooms spa facilities nd floor terrace rooms river view facilities rooftop swimming pool warm water services childrens playground natural sledding walking paths valley,"['accommodation', 'units', 'pool', 'pools', 'unit', 'facilities']",accommodation
39,2654944,82,Behind U (비하인드유),"Experience various Korean beverages. The representative menu is real strawberry latte. This is a cafe located in Wonju-si, Gangwon-do.",http://tong.visitkorea.or.kr/cms/resource/39/2652839_image2_1.jpg,"1, Geongang-ro, Wonju-si, Gangwon-do",127.9861782123,37.3272309466,experience korean beverages representative menu real strawberry latte cafe wonjusi gangwondo,"['food', 'strawberry', 'latte', 'beverages', 'real', 'cafe']",food
40,1047019,80,BENIKEA Chuncheon Bears (베니키아 춘천베어스 호텔),"Benikea Chuncheon Bears Hotel overlooks Uiam Lake, which guests can access for various leisure and water sports activities, such as fishing, riding motor boats, clay shooting, hiking, and water skiing. Also, there are numerous tourist attractions nearby, including Soyanggang Dam, Cheongpyeongsa Temple, Samaksan Mountain, Gangchon Resort, Gugok Falls, and Jungdo Resort.",,"376, Sports town-gil, Chuncheon-si, Gangwon-do",127.6991743388,37.8708570362,benikea chuncheon bears hotel overlooks uiam lake guests access leisure water sports activities fishing riding motor boats clay shooting hiking water skiing numerous tourist attractions nearby soyanggang dam cheongpyeongsa temple samaksan mountain gangchon resort gugok falls jungdo resort,"['accommodation', 'resort', 'motor', 'jungdo', 'shooting', 'gugok']",accommodation
